,City,Country,Cost of Living Index,Rent Index,Cost of Living Plus Rent Index,Groceries Index,Restaurant Price Index,Local Purchasing Power Index,Year
1584,Puebla,Mexico,32.65,7.22,20.38,28.36,27.84,45.28,2018
1585,Mumbai,India,32.59,22.72,27.83,32.94,26.68,73.49,2018
1586,Noida,India,32.37,6.56,19.92,33.12,24.04,95.95,2018
1587,Delhi,India,32.14,9.74,21.34,30.67,27.54,78.33,2018
1588,Baku,Azerbaijan,31.31,9.65,20.86,27.9,32.31,29.19,2018
1589,Valenzuela,Philippines,31.23,3.82,18.01,32.44,12.95,31.9,2018
1590,Islamabad,Pakistan,30.83,8.79,20.2,28.5,23.5,43.2,2018
1591,Bangalore,India,30.34,9.76,20.41,31.47,20.23,100.26,2018
1592,Tunis,Tunisia,30.06,7.39,19.13,29.49,18.19,34.32,2018
1593,Thane,India,29.82,9.3,19.92,31.07,21.18,70.55,2018
1594,Odesa,Ukraine,29.79,10.23,20.36,22.29,24.04,27.73,2018
1595,Tbilisi,Georgia,29.73,10.6,20.5,24.65,29.18,35.61,2018
1596,Pune,India,29.66,7.95,19.19,30.75,21.4,99.44,2018
1597,Lahore,Pakistan,29.53,6.67,18.5,26.83,26.39,51.44,2018
1598,Pristina,Kosovo (Disputed Territory),29.25,9.38,19.67,25.97,22.78,64.57,2018
1599,Chandigarh,India,29.04,6.47,18.15,29.4,20.18,68.83,2018
1600,Ahmedabad,India,28.67,6.24,17.85,31.42,20.13,73.59,2018
1601,Surat,India,28.66,4.69,17.1,31.97,19.84,57.84,2018
1602,Chennai,India,28.42,7.12,18.14,31.17,18.26,72.34,2018
1603,Goa,India,28.3,8.27,18.64,29.8,22.96,54.55,2018
1604,Indore,India,28.06,4.66,16.78,27.74,17.77,50.42,2018
1605,Kolkata,India,27.99,7.77,18.24,28.53,23.18,56.3,2018
1606,Lucknow (Lakhnau),India,27.55,4.9,16.62,27.25,18.76,76.1,2018
1607,Kiev,Ukraine,27.52,12.43,20.24,21.96,22.01,37.48,2018
1608,Jaipur,India,27.11,5.19,16.54,27.65,18.48,76.5,2018
1609,Karachi,Pakistan,27.1,7.46,17.63,25.6,21.62,39.06,2018
1610,Hyderabad,India,26.92,6.89,17.26,27.6,18.93,80.9,2018
1611,Cairo,Egypt,26.49,5.43,16.33,23.23,22.55,25.27,2018
1612,Dnipropetrovsk,Ukraine,26.39,6.63,16.86,20.46,22.74,31.06,2018
1613,Nagpur,India,26.23,4.96,15.97,26.55,18.73,95.19,2018
1614,Bhopal,India,26.07,4.13,15.49,22.49,16.21,66.21,2018
1615,Vadodara,India,25.59,4.01,15.18,27.85,16.02,80.63,2018
1616,Mangalore,India,25.46,5.7,15.93,26.85,16.04,94.53,2018
1617,Lviv,Ukraine,25.31,8.1,17.01,20.5,17.88,26.88,2018
1618,Mysore,India,25.2,4.01,14.98,29.39,13.31,42.49,2018
1619,Bhubaneswar,India,24.89,4.68,15.14,28.22,14.91,57.56,2018
1620,Kharkiv,Ukraine,24.85,8.29,16.87,19.26,18.44,27.19,2018
1621,Visakhapatnam,India,24.66,4.85,15.11,25.83,18.07,63.97,2018
1622,Kochi,India,24.65,6.31,15.8,26.93,13.94,77.7,2018
1623,Coimbatore,India,24.61,5.35,15.32,25.23,15.21,53.23,2018
1624,Alexandria,Egypt,23.78,4.34,14.4,23.19,17.66,23.75,2018
1625,Navi Mumbai,India,23.44,6.25,15.15,24.02,14.14,111.99,2018
1626,Thiruvananthapuram,India,20.86,5.1,13.26,21.98,12.06,66.25,2018
